title,link,location,experience,description,requirements,benefits,work_location_detail,working_time,deadline,salary_raw,currency_unit,skills,group,skills_str,seniority,salary_normalized,salary,skills_clean
Lập Trình Viên,https://www.topcv.vn/viec-lam/lap-trinh-vien-tieng-trung/1549142.html?ta_source=ITJobs_LinkDetail,Bắc Giang,2,"1. Phát triển và bảo trì mã nguồn:
Xây dựng, phát triển giao diện người dùng và các trang web sử dụng HTML/CSS.
Tạo các chức năng tương tác trên trang web bằng JavaScript.
Phát triển và triển khai ứng dụng web với PHP.
Xây dựng và tối ưu hóa các ứng dụng hoặc phần mềm nhúng sử dụng C/C++.
Lập trình và triển khai các ứng dụng sử dụng ngôn ngữ Python.
2. Chịu trách nhiệm về framework:
Quản lý, phát triển và bảo trì các ứng dụng sử dụng framework Django.
Thiết kế, xây dựng và tối ưu hóa các mô-đun và API trong Django để đáp ứng yêu cầu dự án.
3. Kiểm tra và sửa lỗi:
Thực hiện kiểm tra mã nguồn để phát hiện và khắc phục lỗi.
Đảm bảo các sản phẩm phần mềm hoạt động ổn định và hiệu quả.
Hoàn thành nhiệm vụ được cấp trên giao","Thành thạo các ngôn ngữ lập trình: HTML/CSS; Javascript; PHP; C/C++; Python Thành thạo framework: Django Trình độ nghe, nói, đọc tiếng Trung ở mức trung bình Ứng viên có năng lực tốt, mức lương có thể thương lượng thêm","Được hưởng đầy đủ chế độ phúc lợi theo Luật Lao động Việt Nam và được hưởng lương làm thêm giờ.
Có thưởng tết.
Tham gia bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp.
Nghỉ phép năm và nghỉ Lễ, Tết theo quy định.
Được đào tạo kỹ năng chuyên môn.
Miễn phí bữa ăn tại nơi làm việc.
Công việc ổn định, lâu dài.","- Bắc Giang: Lô CN-02, Khu công nghiệp Hòa Phú, xã Mai Đình, huyện Hiệp Hòa, Hiệp Hoà",Thứ 2 - Thứ 7 (từ 08:00 đến 17:00),2025-10-31,20 - 40 triệu,VND,"['HTML', 'CSS', 'Javascript', 'PHP', 'Python', 'Django']",Giải quyết vấn đề,"HTML, CSS, Javascript, PHP, Python, Django",mid,30000000,30000000.0,"['html', 'css', 'javascript', 'php', 'python', 'django']"
Nhân Viên Kỹ Thuật,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat/1752893.html?ta_source=ITJobs_LinkDetail,Hải Phòng,1,"Thực hiện bảo trì, bảo dưỡng, các thiết bị phần cứng máy tính, máy chủ và các thiết bị mạng. Máy in, photocopy, máy tính văn phòng
Cài đặt, lắp đặt và cấu hình các thiết bị công nghệ: máy tính, laptop, máy in, mạng LAN/WIFI...
Khắc phục sự cố phần cứng, phần mềm máy tính và mạng.
Hỗ trợ người dùng về các vấn đề kỹ thuật liên quan đến máy tính và mạng.
Thực hiện các công việc khác theo sự phân công của quản lý.","Tốt nghiệp Cao đẳng/Đại học chuyên ngành Công nghệ thông tin hoặc các chuyên ngành liên quan. Ưu tiên có kinh nghiệm trong lĩnh vực bảo trì, bảo dưỡng các thiết bị CNTT hoặc hiểu biết về các loại máy photocopy, máy in, phần cứng máy tính, máy chủ, thiết bị mạng (router, switch, firewall), hệ điều hành Windows Server, Linux là 1 lợi thế. Có kỹ năng giao tiếp tốt, khả năng làm việc nhóm. Có khả năng học hỏi nhanh các công nghệ mới.","Laptop và công cụ làm việc công ty sẽ cung cấp.
Tạo mọi điều kiện để nhân viên phát triển bản thân.
BHXH, chế độ công đoàn đầy đủ theo Luật Lao động quy định. Các chế độ nghỉ lễ, du lịch,... công đoàn hàng năm theo chính sách của công ty.","- Hải Phòng: Số 182 Hạ Lý, phố Hạ Lý, Hồng Bàng, Hồng Bàng
- Hải Phòng: KCN Tràng Duệ, thuộc Khu kinh tế Đình Vũ-Cát Hải, An Dương","Thứ 2 - Thứ 7 (từ 07:30 đến 17:00)
Thứ 2 - Thứ 6 (từ 08:00 đến 18:00)
Thứ 2 - Thứ 7 (từ 07:30 đến 17:00)
Thứ 2 - Thứ 6 (từ 08:00 đến 18:00)",2025-10-15,9 - 13 triệu,VND,['Linux'],Giải quyết vấn đề,Linux,mid,11000000,11000000.0,['linux']
Nhân Viên Vận Hành,https://www.topcv.vn/viec-lam/nhan-vien-van-hanh-phan-phoi-don-hang/1872672.html?ta_source=ITJobs_LinkDetail,Hà Nội,1,"Phân phối đơn hàng đi các xưởng theo các rule
Thiết lập rule tự động phân phối đơn
Làm việc với code/ dev để viết tool chạy các logic phân phối đơn","Giới tính: Nam Chuyên ngành về IT là lợi thế, biết các loại ngôn ngữ lập trình là lợi thế Có kinh nghiệm vận hành phân phối đơn hàng là lợi thế Tư duy logic, hệ thống, khoa học Nhanh nhạy trong việc sử dụng hệ thống Cẩn thận, tỉ mỉ, chăm chỉ Nếu chưa có Kinh nghiệm được đào tạo","Thu nhập: 8.5M-10M
Thưởng theo hiệu quả công việc
Phụ cấp: Gửi xe, Ăn trưa
Lộ trình thăng tiến rõ ràng
Được đào tạo bài bản, cung cấp máy tính trang thiết bị phục vụ làm việc
Ký HĐLĐ, đóng BHXH
Lương tháng thứ 13, Thưởng lễ, tết, sinh nhật,…
Môi trường làm việc trẻ trung, năng động","- Hà Nội: 27 Lê Văn Lương, Nhân Chính, Thanh Xuân","Thứ 2 - Thứ 6 (từ 08:15 đến 17:30)
- Nghỉ trưa từ 12:00 - 13:15
- Từ T2 - T6 và 2 T7 cách tuần",2025-10-12,8.5 - 10 triệu,VND,[],Giải quyết vấn đề,,mid,9250000,9250000.0,[]
Nhân Viên Hỗ Trợ Khách Hàng,https://www.topcv.vn/viec-lam/nhan-vien-ho-tro-khach-hang/1871649.html?ta_source=ITJobs_LinkDetail,Hà Nội,0,"Hướng dẫn, hỗ trợ KH sử dụng sản phẩm/ dịch vụ của Công ty;
Chăm sóc khách hàng trước, trong và sau khi sử dụng dịch vụ. Khảo sát ý kiến của KH về chất lượng dịch vụ.
Phối hợp với phòng Kinh doanh trong bán hàng, thực hiện Upsell dịch vụ theo nhu cầu của KH.
Làm việc trực tiếp tại văn phòng,tư vấn khách hàng qua điện thoại;
Được trưởng phòng chuyên môn đào tạo và hỗ trợ trong suốt thời gian làm việc.
Báo cáo kết quả công việc hàng tuần.
Xử lý Các công việc khác liên quan của phòng Hỗ trợ theo phân công của Trưởng phòng.","Kỹ năng giao tiếp tốt, giọng nói dễ nghe. Có tính kỷ luật cao và ý thức làm việc tốt Khả năng làm việc nhóm, chịu được áp lực công việc Có trách nhiệm trong công việc.","Lương cứng:7.000.000đ – 9.000.000đ + Hoa hồng
Được đóng BHXH, BHYT theo quy định;
Được cung cấp trang thiết bị làm việc;
Được đào tạo định kỳ về chuyên môn và các kỹ năng liên quan trong thời gian làm việc;
Môi trường năng động, chuyênnghiệp, thân thiện.","- Hà Nội: 314 Minh Khai, Hai Bà Trưng","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Thứ 2 đến thứ 6 + 2 ngày thứ 7/tháng
Buổi sáng : 8h - 12h và Buổi chiều: 13h30 - 17h30 (nghỉ trưa 1h30)",2025-10-12,7 - 9 triệu,VND,[],Giải quyết vấn đề,,mid,8000000,8000000.0,[]
Nhân Viên IT Helpdesk,https://www.topcv.vn/viec-lam/nhan-vien-it-helpdesk/1620293.html?ta_source=ITJobs_LinkDetail,Quảng Ninh,2,"Quản lý hệ thống mạng nhà máy, tường lửa, máy chủ
Sửa các thiết bị máy móc (máy tính, photo, scan...)
Kết hợp với IT tập đoàn (Trung Quốc) vận hành hệ thống công ty đang sử dụng (Feishu, MRP, NC,...)
Công việc khác theo sự chỉ đạo của quản lý.","Tối đa 30 tuổi Có kinh nghiệm từ 2-3 năm trở lên trong các nhà máy sản xuất Tốt nghiệp Đại học trở lên Ưu tiên biết tiếng Trung hoặc tiếng Anh cơ bản Tính cách hòa đồng, Chịu được áp lực công việc","Lương: 15.000.000 -20.000.000
Đóng bảo hiểm tháng đầu tiên nhận việc
Công ty cung cấp ký túc xá điều hòa, nóng lạnh, máy giặt, 1 phòng từ 2-3 người
Miễn phí bữa trưa, bữa tối và sáng được hỗ trợ 50%
Thưởng cải tiến hàng tháng, hàng quý, hàng năm","- Thanh Hoá: Lô CN - 01/02, Khu KCN Bỉm Sơn, Bỉm Sơn
- Quảng Ninh: Lô CN -03, KCN Đông Mai, Phường Đông Mai, Quảng Yên",Thứ 2 - Thứ 7 (từ 08:00 đến 17:00),2025-12-31,15 - 20 triệu,VND,['tiếng Anh'],Giải quyết vấn đề,tiếng Anh,mid,17500000,17500000.0,['tiếng anh']
Kỹ Thuật Viên,https://www.topcv.vn/viec-lam/ky-thuat-vien/1861577.html?ta_source=ITJobs_LinkDetail,Hà Nội,1,"- Quản trị, giám sát hệ thống CNTT, thực hiện các công tác bảo dưỡng, sửa chữa thường xuyên, định kỳ cần thiết theo quy định.
- Quản trị, giám sát, triển khai và tối ưu hiệu suất của các hệ thống phần mềm, hệ thống ERP, hệ thống tổng đài IP và các phần mềm chuyên ngành.
- Quản trị các máy chủ, triển khai và cài đặt thiết lập ứng dụng và giải pháp CNTT liên quan.
- Hỗ trợ nhân viên trong công tác sử dụng, vận hành hệ thống CNTT, xử lý các sự vụ CNTT liên quan hệ thống mạng, thoại, camera, phát thanh... và hệ thống phần mềm đảm bảo hỗ trợ người dùng trong khai thác CNTT.
- Kiểm soát, thiết lập an toàn thông tin, tổ chức sao lưu dữ liệu định kỳ, phòng chống tấn công mạng, thực hiện các nghiệp vụ bảo mật, cấp phát phân quyền các dịch vụ CNTT.

- Nghiên cứu, triển khai khai các giải pháp CNTT mới trong công tác quản lý bảo mật và công nghệ.
- Phối hợp hỗ trợ các team khác các vấn đề về hệ thống và CNTT.","- Tốt nghiệp đại học chuyên ngành Công nghệ thông tin, Hệ thống thông tin, Mạng Máy Tính hoặc các lĩnh vực liên quan. - Có ít nhất 1 năm kinh nghiệm trong lĩnh vực quản trị hệ thống IT. (Hoặc bỏ dòng này nếu không yêu cầu kinh nghiệm) - Thành thạo quản trị các hệ thống máy chủ (Windows Server, Linux), cơ sở dữ liệu (SQL, MySQL), hệ thống ảo hóa (VMware, Hyper-V, Docker). - Nắm bắt, quản trị tốt các hệ thống an ninh mạng, hệ thống firewall, VPN, IDS/IPS. - Quản trị tốt các hệ thống CNTT cơ bản (LAN, WAN, WIFI...) các hệ thống CNTT ứng dụng (Máy tính văn phòng, điện thoại IP...) - Có kinh nghiệm triển khai và thực hiện các hệ thống giám sát, các giải pháp backup dữ liệu. - Có kỹ năng xử lý, đáp ứng nhanh đối với các sự cố CNTT, làm việc độc lập và phối hợp tốt với các bộ phận liên quan. Có khả năng đọc hiểu tài liệu kỹ thuật bằng tiếng Anh.","- Có cơ hội được đề xuất lên các vị trí Test Lead
- Cơ hội nâng cao tiếng anh với người nước ngoài
- Bảo hiểm xã hội, bảo hiểm y tế đầy đủ
- Môi trường năng động, thoải mái","- Hà Nội: 72- Trần Đăng Ninh, Cầu Giấy",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),2025-10-11,10 - 15 triệu,VND,"['Linux', 'SQL', 'MySQL', 'Docker', 'tiếng Anh']",Giải quyết vấn đề,"Linux, SQL, MySQL, Docker, tiếng Anh",mid,12500000,12500000.0,"['linux', 'sql', 'mysql', 'docker', 'tiếng anh']"
Technical Leader,https://www.topcv.vn/viec-lam/technical-leader/1869096.html?ta_source=ITJobs_LinkDetail,TP. Hồ Chí Minh,3,"Dẫn dắt và quản lý nhóm kỹ thuật trong suốt các giai đoạn Basic Design, Detail Design, Development, Release.
Phối hợp với Project Manager (PM) để lập kế hoạch, theo dõi tiến độ, đảm bảo chất lượng sản phẩm.
Thiết kế và định hướng kiến trúc hệ thống, đảm bảo hiệu suất, bảo mật và khả năng mở rộng của ứng dụng.
Định hướng giải pháp kỹ thuật, hỗ trợ team giải quyết các vấn đề phức tạp, tối ưu hiệu suất.
Xây dựng và áp dụng best practices về coding, testing, CI/CD, giúp nâng cao chất lượng codebase.
Đào tạo và phát triển kỹ năng cho team, đảm bảo năng lực đồng đều giữa các thành viên.
Phối hợp với các bộ phận khác (QA, BA, DevOps) để thống nhất và tối ưu quy trình phát triển phần mềm.
Đảm bảo team tuân thủ đúng quy trình phát triển phần mềm, tiêu chuẩn bảo mật.
Thực hiện các nhiệm vụ khác theo sự phân công của quản lý, đóng góp vào thành công của dự án.","Học vấn: Tốt nghiệp Cao đẳng/Đại học ngành Công nghệ thông tin hoặc các ngành liên quan. Kinh nghiệm: Tối thiểu 3 năm kinh nghiệm, trong đó ít nhất 1 năm đảm nhiệm Team Leader (team từ 5 người trở lên). Có kinh nghiệm trong PHP Laravel, Nodejs, Typescript, Python, AI (ưu tiên). Đã tham gia quản lý dự án, sử dụng Scrum Framework trong phát triển phần mềm (tối thiểu 1 năm). Có kiến thức vững về OOP, Web Development, DBMS, ORM, Design Pattern,... Có khả năng thiết kế DB và tối ưu hiệu suất hệ thống, hiểu biết về ETL là một lợi thế Kỹ năng & tư duy: Kỹ năng lãnh đạo, điều phối team, tư duy chiến lược tốt. Giao tiếp tốt, vui vẻ, thân thiện, tạo động lực làm việc cho team. Có tinh thần làm việc nhóm, chịu được áp lực trong môi trường năng động. Tinh thần trách nhiệm cao với công việc, với dự án. Có khả năng làm việc độc lập, tự nghiên cứu công nghệ mới. Đọc hiểu tài liệu tiếng Anh tốt. Đam mê với công nghệ và lập trình.","Thu nhập hấp dẫn, thỏa thuận theo năng lực.
Xét tăng lương định kỳ 6 tháng/lần.
Môi trường chuyên nghiệp, cởi mở, sáng tạo, nhiều cơ hội thăng tiến.
Hỗ trợ cơm trưa.
Team Building hàng năm, seminar hàng tháng để nâng cao kỹ năng.
Cung cấp đầy đủ thiết bị phục vụ công việc.","- Hồ Chí Minh: số 19 Đường A4, P. Bảy Hiền, Tân Bình","Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)
Thứ 7 (từ 08:30 đến 12:00)",2025-10-10,Tới 25 triệu,VND,"['PHP', 'Laravel', 'Typescript', 'Python', 'AI', 'ETL', 'tiếng Anh']",Giải quyết vấn đề,"PHP, Laravel, Typescript, Python, AI, ETL, tiếng Anh",senior,25000000,25000000.0,"['php', 'laravel', 'typescript', 'python', 'ai', 'etl', 'tiếng anh']"
IT Support,https://www.topcv.vn/viec-lam/it-support-system-admin/1705917.html?ta_source=ITJobs_LinkDetail,Hà Nội,1,"1. Quản trị & vận hành hệ thống CNTT
Quản trị hệ thống Microsoft 365, NAS, thiết bị mạng, backup dữ liệu, bảo mật.
Đảm bảo hệ thống phần mềm nội bộ hoạt động ổn định và hiệu quả.
2. Số hóa & quản lý dữ liệu sản xuất - kinh doanh
Triển khai, quản lý hệ thống dữ liệu thời gian thực, đảm bảo tính chính xác.
Phát triển báo cáo tự động phục vụ quản lý và điều hành.
Tối ưu, tích hợp dữ liệu từ các hệ thống như Bravo ERP, Base CRM, Base HRM.
3.Phát triển & ứng dụng AI vào doanh nghiệp
Nghiên cứu, triển khai các công cụ AI như ChatGPT, Copilot, RPA để tối ưu hóa quy trình nội bộ.
Hỗ trợ các phòng ban ứng dụng AI vào công việc hằng ngày.
Đào tạo, hướng dẫn nhân viên sử dụng công nghệ AI hiệu quả.
4. Hạ tầng IT & hỗ trợ người dùng
Xử lý sự cố, đảm bảo vận hành hệ thống thông suốt.
Hướng dẫn nhân sự sử dụng phần mềm và công nghệ mới.
Quản lý rủi ro bảo mật, ngăn ngừa sự cố an ninh mạng.","Trình độ học vấn: Tốt nghiệp đại học chuyên ngành Công nghệ thông tin, Khoa học dữ liệu, Trí tuệ nhân tạo hoặc các lĩnh vực liên quan. Ít nhất 1 năm kinh nghiệm ở vị trí tương đương (IT, AI Engineer, Data Engineer, System Admin...). Có kinh nghiệm thực tiễn trong ứng dụng AI vào doanh nghiệp (AI automation, chatbot, phân tích dữ liệu...). Hiểu biết về quản trị hệ thống CNTT, phần mềm ERP/CRM, hạ tầng IT. Ưu tiên: Đã từng tham gia các dự án chuyển đổi số, ứng dụng AI vào doanh nghiệp, Có chứng chỉ liên quan đến AI, Cloud Computing hoặc IT Infrastructure.","Thu nhập cạnh tranh theo năng lực
Môi trường làm việc chuyên nghiệp, có cơ hội nghiên cứu và triển khai công nghệ mới.
Được đào tạo chuyên sâu về AI, hệ thống ERP, CRM và các công nghệ số hóa.
Lộ trình thăng tiến lên các vị trí quản lý công nghệ trong doanh nghiệp.
Hỗ trợ ăn trưa, bảo hiểm, chế độ nghỉ phép theo quy định
Thưởng tháng lương 13, thưởng năm hấp dẫn theo tình hình kinh doanh công ty","- Hà Nội: CT4 Vimeco Nguyễn Chánh, Cầu Giấy","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Thứ 7 (từ 08:00 đến 12:00)
Từ thứ 2 đến hết sáng thứ 7",2025-10-10,14 - 18 triệu,VND,"['AI', 'AI', 'AI', 'AI', 'AI']",Giải quyết vấn đề,"AI, AI, AI, AI, AI",mid,16000000,16000000.0,['ai']
Project Manager,https://www.topcv.vn/viec-lam/project-manager-junior/1867104.html?ta_source=ITJobs_LinkDetail,Hà Nội,1,"Quản lý một hoặc nhiều dự án sản xuất game từ giai đoạn khởi tạo đến khi ra mắt và vận hành.
Xây dựng roadmap phát triển, thiết lập mục tiêu, chiến lược và định hướng sản phẩm phù hợp với xu hướng thị trường.
Lập kế hoạch chi tiết bao gồm: phạm vi công việc, nhân sự cần thiết, tiến độ và các mốc kiểm duyệt (milestones).
Theo dõi, giám sát tiến độ dự án, đảm bảo các đầu việc được triển khai đúng kế hoạch; thực hiện báo cáo định kỳ cho quản lý.
Quản lý rủi ro dự án: chủ động nhận diện vấn đề, đề xuất giải pháp và xử lý kịp thời các tình huống phát sinh.
Đảm bảo các tiêu chuẩn chất lượng và quy trình phát triển game được tuân thủ nghiêm ngặt.
Phân tích dữ liệu, hành vi người dùng và thông tin thị trường để đưa ra quyết định phát triển/điều chỉnh sản phẩm.
Hỗ trợ, kết nối và thúc đẩy tinh thần hợp tác của các thành viên trong team (Dev, Art, Game Design).
Phối hợp chặt chẽ với các bộ phận liên quan để đảm bảo đúng tiến độ và chất lượng đầu ra.
Đánh giá hiệu suất làm việc của team, rút ra bài học kinh nghiệm, đồng thời đưa ra đề xuất cải tiến.","Tốt nghiệp Đại học, ưu tiên ứng viên từ các trường FTU, NEU, HUST… Có tối thiểu 01 năm kinh nghiệm ở vị trí Quản lý Dự án trong lĩnh vực game hoặc công nghệ. Có kinh nghiệm quản lý dự án từ 05 thành viên trở lên. Thành thạo trong việc áp dụng các phương pháp quản lý dự án như Agile, Waterfall. Kỹ năng tổ chức, lập kế hoạch và quản lý thời gian tốt. Có kỹ năng phân tích, tư duy logic tốt Kỹ năng giải quyết vấn đề và ra quyết định nhanh chóng, chính xác. Có tinh thần trách nhiệm, chủ động, dám chấp nhận thử thách và chịu được áp lực công việc.","Thu nhập hàng tháng hấp dẫn, cạnh tranh, mức lương cứng upto 40M.
Hỗ trợ bảo hiểm sức khỏe PVI khi lên chính thức.
Thưởng cố định tháng lương 13 và chia sẻ lợi nhuận theo hiệu suất (tổng thu nhập lên tới 14 – 20 tháng lương/ năm).
Chính sách học tập hàng năm với mục tiêu phát triển, bồi dưỡng nhân viên từ 5M-20M/cá nhân.
Các hệ thống ghi nhận liên tục, vinh danh, khen thưởng trong quý và cuối quý, cuối năm thúc đẩy môi trường làm việc.
Các phúc lợi tốt và chăm sóc nhân viên đặc biệt: du lịch 2 lần/năm, team bonding mỗi quý, hỗ trợ chi phí khám sức khỏe định kỳ 1 lần/năm, sinh nhật, quà lễ Tết,…
Môi trường làm việc tiện nghi hơn 1000m2, cung cấp trang thiết bị hiện đại.","- Hà Nội: 37 Lê Văn Lương, Thanh Xuân",Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),2025-10-09,30 - 40 triệu,VND,['Agile'],Giải quyết vấn đề,Agile,mid,35000000,35000000.0,['agile']
DevOps,https://www.topcv.vn/viec-lam/nhan-vien-devops/1827294.html?ta_source=ITJobs_LinkDetail,Hà Nội,1,"- Có kế hoạch và quản lý vận hành hệ thống sản phẩm/dịch vụ của công ty trên hạ tầng ảo hoá VMWare, K8s
- Làm việc chặt chẽ với Team phát triển( PO,BA, TECH, QC) để triển khai CI/CD theo kế hoạch hoặc theo yêu cầu;
- Chịu trách nhiệm về Hiệu suất (Performance) và độ tin cậy với các sản phẩm và dịch vụ của công ty;
- Thực hiện kiểm tra/đánh giá ATTT trong Công ty và cho Khách hàng theo các tiêu chuẩn, hướng dẫn về System Security ( Kiến trúc hệ thống, cấu hình thiết bị, chính sách thiết lập và rà soát lỗ hổng bảo mật thiết bị/hệ thống...) trong phạm vi:
+ Các loại hệ điều hành (Linux, Windows), Web và DB Server.
+ Các hệ thống quản trị tập trung của doanh nghiệp như: AD, Proxy, Email, AV, DNS, AAA, Email..
+ Kiến trúc thiết kế hệ thống.
- Xây dựng các quy trình chuẩn và thiết lập việc áp dụng các chính sách bảo mật kỹ thuật.
- Rà soát, đánh giá các giải pháp, đề xuất về an ninh mạng.
- Giải quyết các sự cố bảo mật liên quan đến máy chủ và giải pháp bảo mật.","- Có từ 1 năm kinh nghiệm trở lên về quản trị hệ thống các hệ thống xây dựng trên nền Linux, Windows; - Cài đặt, vận hành HĐH, phần mềm mã nguồn mở: Ubuntu/Debian/Centos; - Có kinh nghiệm với Python và Bash Scripting (hoặc các ngôn ngữ kịch bản tương tự); - Có kinh nghiệm với các công cụ Quản lý cấu hình và Công cụ giám sát tương tự như Grafana, Prometheus; - Có kinh nghiệm làm việc thực tế CI/CD; - Quản trị và vận hành API Management: KONG API, NGINX; - Hiểu biết và quản trị tốt với các loại Databases SQL và NoSQL: như MySQL, Postgresql, Mongo DB, Redis; - Có kinh nghiệm cài đặt, vận hành về các hệ thống hỗ trợ doanh nghiệp: AD, Proxy, Email, DNS, DHCP... là một lợi thế. - Có kiến thức ATTT hệ thống: tìm hiểu, đánh giá, khai thác các lỗ hổng của thiết bị/hệ thống, đưa ra phương án khắc phục là một lợi thế. - Ứng viên có kinh nghiệm vận hành, quản trị hệ thống Ví điện tử là một lợi thế. - Có kinh nghiệm xây dựng và vận hành hệ thống ảo hoá (VMWare và K8s) ít nhất 01 năm trở lên;","Chế độ đãi ngộ
- Mức lương upto 35tr;
- Bảo hiểm sức khoẻ toàn diện (BHYT, BHXH, khám sức khoẻ định kỳ hằng năm);
- Làm việc trong môi trường văn phòng hiện đại, sạch sẽ;
- Chế độ phúc lợi đầy đủ, mua bảo hiểm sức khỏe cho NLĐ hàng năm;
- Lương tháng 13, Thưởng Tết Âm lịch;
- Thưởng Lễ, Tết, sinh nhật hằng năm theo quy định, tổ chức du lịch 1 lần/năm…
- Môi trường làm việc chuyên nghiệp, thân thiện, cởi mở. Các thành viên trong công ty gần gũi, gắn bó, quan tâm, giúp đỡ nhau cùng phát triển;
- Được tham gia các hoạt động teambuilding, du lịch hàng năm;
- Công ty luôn động viên và tạo điều kiện tốt nhất cho toàn thể nhân viên;
- Công ty tổ chức các buổi sinh nhật cho nhân viên hàng tháng, tổ chức thưởng và kỉ niệm những ngày lễ tết trong năm.","- Hà Nội: 103 Nguyễn Tuân, Thanh Xuân, Thanh Xuân","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Thêm 2 thứ 7/ tháng",2025-10-08,20 - 35 triệu,VND,"['Linux', 'Python', 'Grafana', 'Prometheus', 'CI/CD', 'SQL', 'MySQL', 'Redis']",Giải quyết vấn đề,"Linux, Python, Grafana, Prometheus, CI/CD, SQL, MySQL, Redis",mid,27500000,27500000.0,"['linux', 'python', 'grafana', 'prometheus', 'ci', 'cd', 'sql', 'mysql', 'redis']"
